"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","category","clock_backend","color","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response_1","correct_response","count_WM_load","count_WM_sequence","count_WM_trials_loop","count_WM_trials_sequence","count_block_loop","count_block_sequence","count_color_block_loop","count_color_choice","count_color_choice_multi","count_color_choice_multi_sequence","count_color_multi_loop","count_color_multi_sequence","count_color_sequence","count_color_target_1","count_color_target_1_1","count_color_trial_sequence","count_color_word_id","count_color_word_id_sequence","count_color_word_id_trial_loop","count_color_word_id_trial_sequence","count_correct_1","count_counterbalance_javascript","count_experiment","count_feedback","count_feedback_1","count_feedback_rt","count_fixation","count_fixation_1","count_fixation_color","count_fixation_food_tools","count_food_tools_loop","count_food_tools_trial_loop","count_food_tools_trial_sequence","count_goodbye","count_incorrect_1","count_instructions","count_instructions1","count_instructions2","count_instructions_1","count_instructions_WM_1","count_instructions_WM_2","count_instructions_WM_3","count_isa","count_isa_1","count_keyboard_response_1","count_letter_number_loop","count_letter_target_1","count_letter_target_2","count_logger","count_new_reset_feedback_1","count_new_reset_feedback_2","count_new_reset_feedback_3","count_new_sequence","count_pick_numbers","count_pure_response","count_pure_response_sequence","count_reset_feedback","count_rt_block_loop","count_rt_target","count_rt_trial_sequence","count_set_soa","count_soa","count_symbol","count_symbol_1","count_trial_sequence","counterbalance","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","letter_response","live_row","live_row_pure_response","live_row_rt_block_loop","logfile","mouse_backend","number_response","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_feedback","response_feedback_1","response_feedback_rt","response_instructions","response_instructions1","response_instructions2","response_instructions_1","response_instructions_WM_1","response_instructions_WM_2","response_instructions_WM_3","response_keyboard_response_1","response_time","response_time_feedback","response_time_feedback_1","response_time_feedback_rt","response_time_instructions","response_time_instructions1","response_time_instructions2","response_time_instructions_1","response_time_instructions_WM_1","response_time_instructions_WM_2","response_time_instructions_WM_3","response_time_keyboard_response_1","round_decimals","sampler_backend","soa","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","target","time_WM_load","time_WM_sequence","time_WM_trials_loop","time_WM_trials_sequence","time_block_loop","time_block_sequence","time_color_block_loop","time_color_choice","time_color_choice_multi","time_color_choice_multi_sequence","time_color_multi_loop","time_color_multi_sequence","time_color_sequence","time_color_target_1","time_color_target_1_1","time_color_trial_sequence","time_color_word_id","time_color_word_id_sequence","time_color_word_id_trial_loop","time_color_word_id_trial_sequence","time_correct_1","time_counterbalance_javascript","time_experiment","time_feedback","time_feedback_1","time_feedback_rt","time_fixation","time_fixation_1","time_fixation_color","time_fixation_food_tools","time_food_tools_loop","time_food_tools_trial_loop","time_food_tools_trial_sequence","time_goodbye","time_incorrect_1","time_instructions","time_instructions1","time_instructions2","time_instructions_1","time_instructions_WM_1","time_instructions_WM_2","time_instructions_WM_3","time_isa","time_isa_1","time_keyboard_response_1","time_letter_number_loop","time_letter_target_1","time_letter_target_2","time_logger","time_new_reset_feedback_1","time_new_reset_feedback_2","time_new_reset_feedback_3","time_new_sequence","time_pick_numbers","time_pure_response","time_pure_response_sequence","time_reset_feedback","time_rt_block_loop","time_rt_target","time_rt_trial_sequence","time_set_soa","time_soa","time_symbol","time_symbol_1","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","514.7272727272727","514.7272727272727","gray","no","legacy","NA","legacy","red","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","10","19","0","0","0","10","NA","0","0","NA","1","0","NA","NA","50","NA","0","NA","NA","0","50","0","0","2","0","0","0","0","19","50","70","0","NA","NA","70","0","0","NA","NA","NA","0","0","1","0","19","19","70","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","10","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","686","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","686","2","legacy","1793","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","153203","81668","131968","131971","131971","151399","NA","NA","1389","NA","124986","39848","NA","NA","151403","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","153893","153203","NA","NA","NA","153943","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","151400","38121","NA","NA","NA","Response_time_timing","11","5662","11","no","1024"
"100","100","510.0833333333333","510.0833333333333","gray","no","legacy","NA","legacy","white","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","11","19","0","0","0","11","NA","0","0","NA","1","0","NA","NA","51","NA","0","NA","NA","0","51","0","0","2","0","0","0","0","19","51","71","0","NA","NA","71","0","0","NA","NA","NA","0","0","1","0","19","19","71","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","11","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","459","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","459","2","legacy","583","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","154577","81668","131968","131971","131971","153982","NA","NA","1389","NA","124986","39848","NA","NA","153985","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","155041","154577","NA","NA","NA","155091","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","153982","38121","NA","NA","NA","Response_time_timing","12","6121","12","no","1024"
"100","100","504.84615384615387","504.84615384615387","gray","no","legacy","NA","legacy","blue","legacy","0","color_words","relative","1","undefined","1","b","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","12","19","0","0","0","12","NA","0","0","NA","1","0","NA","NA","52","NA","0","NA","NA","0","52","0","0","2","0","0","0","0","19","52","72","0","NA","NA","72","0","0","NA","NA","NA","0","0","1","0","19","19","72","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","12","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","b","NA","space","space","NA","space","space","NA","NA","NA","NA","b","442","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","442","2","legacy","646","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","155782","81668","131968","131971","131971","155129","NA","NA","1389","NA","124986","39848","NA","NA","155133","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","156228","155782","NA","NA","NA","156278","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","155130","38121","NA","NA","NA","Response_time_timing","13","6563","13","no","1024"
"100","100","495.42857142857144","495.42857142857144","gray","no","legacy","NA","legacy","yellow","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","13","19","0","0","0","13","NA","0","0","NA","1","0","NA","NA","53","NA","0","NA","NA","0","53","0","0","2","0","0","0","0","19","53","73","0","NA","NA","73","0","0","NA","NA","NA","0","0","1","0","19","19","73","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","13","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","373","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","373","2","legacy","1579","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","157903","81668","131968","131971","131971","156317","NA","NA","1389","NA","124986","39848","NA","NA","156320","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","158281","157903","NA","NA","NA","158331","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","156317","38121","NA","NA","NA","Response_time_timing","14","6936","14","no","1024"
"100","100","493.73333333333335","493.73333333333335","gray","no","legacy","NA","legacy","yellow","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","14","19","0","0","0","14","NA","0","0","NA","1","0","NA","NA","54","NA","0","NA","NA","0","54","0","0","2","0","0","0","0","19","54","74","0","NA","NA","74","0","0","NA","NA","NA","0","0","1","0","19","19","74","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","14","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","470","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","470","2","legacy","829","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","159215","81668","131968","131971","131971","158370","NA","NA","1389","NA","124986","39848","NA","NA","158374","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","159691","159216","NA","NA","NA","159741","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","158370","38121","NA","NA","NA","Response_time_timing","15","7406","15","no","1024"
"100","100","503.25","503.25","gray","no","legacy","NA","legacy","red","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","15","19","0","0","0","15","NA","0","0","NA","1","0","NA","NA","55","NA","0","NA","NA","0","55","0","0","2","0","0","0","0","19","55","75","0","NA","NA","75","0","0","NA","NA","NA","0","0","1","0","19","19","75","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","15","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","646","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","646","2","legacy","538","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","160330","81668","131968","131971","131971","159780","NA","NA","1389","NA","124986","39848","NA","NA","159784","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","160980","160330","NA","NA","NA","161030","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","159780","38121","NA","NA","NA","Response_time_timing","16","8052","16","no","1024"
"100","100","495","495","gray","no","legacy","NA","legacy","white","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","16","19","0","0","0","16","NA","0","0","NA","1","0","NA","NA","56","NA","0","NA","NA","0","56","0","0","2","0","0","0","0","19","56","76","0","NA","NA","76","0","0","NA","NA","NA","0","0","1","0","19","19","76","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","16","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","363","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","363","2","legacy","1887","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","162963","81668","131968","131971","131971","161068","NA","NA","1389","NA","124986","39848","NA","NA","161072","NA","NA","NA","NA","NA","NA","NA","1444","130579","NA","NA","NA","NA","39754","163330","162963","NA","NA","NA","163380","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","161068","38121","NA","NA","NA","Response_time_timing","17","8415","17","no","1024"
"94.44444444444444","94.44444444444444","486","486","gray","no","legacy","NA","legacy","blue","legacy","0","color_words","relative","0","undefined","0","b","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","17","19","0","0","0","17","NA","0","0","NA","1","0","NA","NA","57","NA","0","NA","NA","0","57","0","0","2","0","0","0","0","19","57","77","0","NA","NA","77","0","0","NA","NA","NA","0","0","1","0","19","19","77","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","17","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","333","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","333","2","legacy","1167","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","164599","81668","131968","131971","131971","163419","NA","NA","1389","NA","124986","39848","NA","NA","163422","NA","NA","NA","NA","NA","164936","NA","1444","130579","NA","NA","NA","NA","39754","165445","164599","NA","NA","NA","165495","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","163419","38121","NA","NA","NA","Response_time_timing","17","8748","18","no","1024"
"94.73684210526316","94.73684210526316","484.4736842105263","484.4736842105263","gray","no","legacy","NA","legacy","blue","legacy","0","color_words","relative","1","undefined","1","b","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","18","19","0","0","0","18","NA","0","0","NA","1","0","NA","NA","58","NA","0","NA","NA","0","58","0","0","2","0","0","0","0","19","58","78","0","NA","NA","78","0","0","NA","NA","NA","0","0","1","0","19","19","78","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","18","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","b","NA","space","space","NA","space","space","NA","NA","NA","NA","b","457","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","457","2","legacy","1104","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","166680","81668","131968","131971","131971","165562","NA","NA","1389","NA","124986","39848","NA","NA","165565","NA","NA","NA","NA","NA","164936","NA","1444","130579","NA","NA","NA","NA","39754","167141","166680","NA","NA","NA","167191","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","165562","38121","NA","NA","NA","Response_time_timing","18","9205","19","no","1024"
"95","95","480.5","480.5","gray","no","legacy","NA","legacy","white","legacy","0","color_words","relative","1","undefined","1","z","0","NA","NA","NA","NA","NA","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","1","0","NA","NA","59","NA","0","NA","NA","0","59","0","0","2","0","0","0","0","19","59","79","0","NA","NA","79","0","0","NA","NA","NA","0","0","1","0","19","19","79","19","NA","NA","NA","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","19","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","NA","0","z","NA","space","space","NA","space","space","NA","NA","NA","NA","z","405","NA","5567","4310","NA","4853","1388","NA","NA","NA","NA","405","2","legacy","1862","1024","2","48000","-16","experiment","5","odd","legacy","NA","NA","NA","NA","NA","NA","NA","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","124986","39848","NA","NA","167233","NA","NA","NA","NA","NA","164936","NA","1444","130579","NA","NA","NA","NA","39754","169522","169113","NA","NA","NA","169572","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","167230","38121","NA","NA","NA","Response_time_timing","19","9610","20","no","1024"
"100","100","487","487","gray","no","legacy","letter","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","l","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","0","NA","59","NA","0","NA","NA","0","60","0","0","2","0","0","0","0","19","59","80","0","NA","NA","80","0","0","NA","NA","NA","0","0","2","0","19","19","80","19","0","NA","0","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","0","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","l","NA","space","space","space","space","space","NA","NA","NA","NA","l","487","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","487","2","legacy","819","1024","2","48000","-16","experiment","5","odd","legacy","C","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","176323","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","177153","176299","NA","NA","177641","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","176320","38121","177152","NA","176320","Response_time_timing","1","487","1","no","1024"
"100","100","487.5","487.5","gray","no","legacy","number","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","n","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","1","NA","59","NA","0","NA","NA","0","61","0","0","2","0","0","0","0","19","59","81","0","NA","NA","81","0","0","NA","NA","NA","0","0","2","0","19","19","81","19","1","NA","1","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","1","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","n","NA","space","space","space","space","space","NA","NA","NA","NA","n","488","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","488","2","legacy","1811","1024","2","48000","-16","experiment","5","odd","legacy","2","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","177682","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","179497","176299","NA","NA","179986","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","177679","38121","179497","NA","177679","Response_time_timing","2","975","2","no","1024"
"100","100","459","459","gray","no","legacy","number","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","n","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","2","NA","59","NA","0","NA","NA","0","62","0","0","2","0","0","0","0","19","59","82","0","NA","NA","82","0","0","NA","NA","NA","0","0","2","0","19","19","82","19","2","NA","2","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","2","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","n","NA","space","space","space","space","space","NA","NA","NA","NA","n","402","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","402","2","legacy","683","1024","2","48000","-16","experiment","5","odd","legacy","7","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","180027","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","180719","176299","NA","NA","181122","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","180024","38121","180719","NA","180024","Response_time_timing","3","1377","3","no","1024"
"100","100","448.5","448.5","gray","no","legacy","number","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","n","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","3","NA","59","NA","0","NA","NA","0","63","0","0","2","0","0","0","0","19","59","83","0","NA","NA","83","0","0","NA","NA","NA","0","0","2","0","19","19","83","19","3","NA","3","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","3","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","n","NA","space","space","space","space","space","NA","NA","NA","NA","n","417","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","417","2","legacy","1033","1024","2","48000","-16","experiment","5","odd","legacy","3","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","181162","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","182206","176299","NA","NA","182624","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","181159","38121","182206","NA","181159","Response_time_timing","4","1794","4","no","1024"
"100","100","467","467","gray","no","legacy","letter","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","l","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","4","NA","59","NA","0","NA","NA","0","64","0","0","2","0","0","0","0","19","59","84","0","NA","NA","84","0","0","NA","NA","NA","0","0","2","0","19","19","84","19","4","NA","4","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","4","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","l","NA","space","space","space","space","space","NA","NA","NA","NA","l","541","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","541","2","legacy","1124","1024","2","48000","-16","experiment","5","odd","legacy","A","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","182664","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","183798","176299","NA","NA","184340","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","182661","38121","183797","NA","182661","Response_time_timing","5","2335","5","no","1024"
"100","100","479.3333333333333","479.3333333333333","gray","no","legacy","letter","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","l","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","5","NA","59","NA","0","NA","NA","0","65","0","0","2","0","0","0","0","19","59","85","0","NA","NA","85","0","0","NA","NA","NA","0","0","2","0","19","19","85","19","5","NA","5","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","5","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","l","NA","space","space","space","space","space","NA","NA","NA","NA","l","541","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","541","2","legacy","1874","1024","2","48000","-16","experiment","5","odd","legacy","F","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","184382","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","186267","176299","NA","NA","186809","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","184378","38121","186267","NA","184378","Response_time_timing","6","2876","6","no","1024"
"100","100","487.14285714285717","487.14285714285717","gray","no","legacy","number","legacy","white","legacy","0","letter_vs_number","relative","1","undefined","1","n","0","NA","NA","NA","0","0","0","0","0","19","0","0","0","39","19","19","0","0","0","19","NA","0","0","NA","2","0","6","NA","59","NA","0","NA","NA","0","66","0","0","2","0","0","0","0","19","59","86","0","NA","NA","86","0","0","NA","NA","NA","0","0","2","0","19","19","86","19","6","NA","6","10","Mon Nov 28 23:47:49 2022","A simple lexical-decision example experiment","yes","","Response_timing.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing","no","mono","no","32","no","white","no","no","768","legacy","b","6","0","19","/Users/ethan/Documents/GitHub/OpenSesame/Response_time_timing/subject-5.csv","legacy","z","Lentiform Loewenfeld","3.3.12","yes","0","n","NA","space","space","space","space","space","NA","NA","NA","NA","n","534","NA","2750","4310","3905","4853","1388","NA","NA","NA","NA","534","2","legacy","1279","1024","2","48000","-16","experiment","5","odd","legacy","8","NA","NA","NA","NA","176301","176301","47290","47288","87132","123139","87134","87134","47290","124394","169113","81668","131968","131971","131971","167229","NA","NA","1389","NA","169620","39848","186849","NA","167233","NA","NA","NA","NA","NA","164936","172394","1444","130579","NA","NA","NA","NA","39754","169522","188136","176299","NA","NA","188670","NA","NA","NA","NA","NA","6314","6316","NA","6316","39512","38117","186846","38121","188136","NA","186846","Response_time_timing","7","3410","7","no","1024"
