acc,accuracy,average_response_time,avg_rt,background,bidi,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_response,count_ISI,count_break1,count_break_2,count_correct_feedback,count_credits,count_experiment,count_experimentLoop,count_fixation,count_incorrect_feedback,count_instructions1,count_instructions2,count_keyboard_response,count_memory_set,count_new_logger,count_osweb,count_practiceLoop,count_practiceSequence,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,response,response_break1,response_break_2,response_instructions1,response_instructions2,response_keyboard_response,response_time,response_time_break1,response_time_break_2,response_time_instructions1,response_time_instructions2,response_time_keyboard_response,round_decimals,sampler_backend,sessionid,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_break1,time_break_2,time_correct_feedback,time_experimentLoop,time_fixation,time_incorrect_feedback,time_instructions1,time_instructions2,time_keyboard_response,time_memory_set,time_new_logger,time_practiceLoop,time_probe,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
80,80,614,614,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,127,127,127,127,0,0,0,127,127,0,0,127,127,127,0,0,127,127,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 8 4 6 9 5,osweb,1.3.8,4,y,right,left,right,left,left,right,436,14433,1200,6930,7974,436,2,legacy,1600756561085,6,1024,2,48000,-16,experiment,0,even,6,781152,343084,603329,772155,59,778930,777904,58,81075,783168,779935,783617,59,783168,Sternberg,102,78649,128,yes,1024
79,79,614,614,black,no,experiment,legacy,legacy,legacy,0,uniform,0,right,128,128,128,128,0,0,0,128,128,0,0,128,128,128,0,0,128,128,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5 2 6,osweb,1.3.8,2,y,left,left,right,left,left,left,530,14433,1200,6930,7974,530,2,legacy,1600756561085,3,1024,2,48000,-16,experiment,0,even,2,786866,343084,603329,783618,59,784649,777904,58,81075,788883,785650,789415,59,788882,Sternberg,102,79179,129,yes,1024
79,79,615,615,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,129,129,129,129,0,0,0,129,129,0,0,129,129,129,0,0,129,129,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9,osweb,1.3.8,0,n,left,left,right,left,left,left,803,14433,1200,6930,7974,803,2,legacy,1600756561085,1,1024,2,48000,-16,experiment,0,even,6,792664,343084,603329,783618,59,790447,789416,58,81075,794681,791448,795497,59,794681,Sternberg,103,79982,130,yes,1024
79,79,614,614,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,130,130,130,130,0,0,0,130,130,0,0,130,130,130,0,0,130,130,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 4 8 5 1 3,osweb,1.3.8,1,y,right,left,right,left,left,right,438,14433,1200,6930,7974,438,2,legacy,1600756561085,6,1024,2,48000,-16,experiment,0,even,2,798746,343084,603329,795497,59,796525,789416,58,81075,800762,797529,801211,59,800762,Sternberg,104,80420,131,yes,1024
79,79,614,614,black,no,experiment,legacy,legacy,legacy,0,uniform,0,left,131,131,131,131,0,0,0,131,131,0,0,131,131,131,0,0,131,131,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 2 7 6 1 3,osweb,1.3.8,0,n,right,left,right,left,left,right,681,14433,1200,6930,7974,681,2,legacy,1600756561085,6,1024,2,48000,-16,experiment,0,even,8,804460,343084,603329,801212,59,802240,789416,58,81075,806476,803244,807159,59,806476,Sternberg,104,81101,132,yes,1024
79,79,614,614,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,132,132,132,132,0,0,0,132,132,0,0,132,132,132,0,0,132,132,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6 7 8 5,osweb,1.3.8,3,y,right,left,right,left,left,right,512,14433,1200,6930,7974,512,2,legacy,1600756561085,4,1024,2,48000,-16,experiment,0,even,8,810425,343084,603329,801212,59,808193,807160,58,81075,812441,809209,812957,59,812441,Sternberg,105,81613,133,yes,1024
79,79,613,613,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,133,133,133,133,0,0,0,133,133,0,0,133,133,133,0,0,133,133,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,8 5 1 3 9,osweb,1.3.8,4,y,right,left,right,left,left,right,462,14433,1200,6930,7974,462,2,legacy,1600756561085,5,1024,2,48000,-16,experiment,0,even,3,816224,343084,603329,812958,59,813990,807160,58,81075,818239,815007,818706,59,818239,Sternberg,106,82075,134,yes,1024
79,79,613,613,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,134,134,134,134,0,0,0,134,134,0,0,134,134,134,0,0,134,134,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 7 8 3 9,osweb,1.3.8,0,n,left,left,right,left,left,left,617,14433,1200,6930,7974,617,2,legacy,1600756561085,5,1024,2,48000,-16,experiment,0,even,2,821971,343084,603329,818707,59,819738,807160,58,81075,823987,820755,824620,59,823987,Sternberg,107,82692,135,yes,1024
79,79,611,611,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,135,135,135,135,0,0,0,135,135,0,0,135,135,135,0,0,135,135,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 8 4,osweb,1.3.8,1,y,right,left,right,left,left,right,450,14433,1200,6930,7974,450,2,legacy,1600756561085,3,1024,2,48000,-16,experiment,0,even,9,827886,343084,603329,824621,59,825661,807160,58,81075,829902,826670,830368,59,829902,Sternberg,108,83142,136,yes,1024
80,80,610,610,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,136,136,136,136,0,0,0,136,136,0,0,136,136,136,0,0,136,136,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 3 8 5 6 7,osweb,1.3.8,0,n,left,left,right,left,left,left,491,14433,1200,6930,7974,491,2,legacy,1600756561085,6,1024,2,48000,-16,experiment,0,even,1,833617,343084,603329,830369,59,831398,807160,58,81075,835633,832401,836133,59,835633,Sternberg,109,83633,137,yes,1024
80,80,609,609,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,137,137,137,137,0,0,0,137,137,0,0,137,137,137,0,0,137,137,0,Tue Sep 22 2020 08:34:50 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 8 6 1,osweb,1.3.8,0,n,left,left,right,left,left,left,465,14433,1200,6930,7974,465,2,legacy,1600756561085,4,1024,2,48000,-16,experiment,0,even,3,839398,343084,603329,836134,59,837167,807160,58,81075,841415,838183,841881,59,841415,Sternberg,110,84098,138,yes,1024
0,0,2014,2014,black,no,practice,legacy,legacy,legacy,0,uniform,0,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5 7 8 4 1 2,osweb,1.3.8,0,n,None,,,right,,None,2014,,,26159,,2014,2,legacy,1600730225185,6,1024,2,48000,-16,experiment,0,even,6,28656,,,,172,26421,,171,,30672,27440,32689,172,30671,Sternberg,0,2014,1,yes,1024
50,50,1425,1425,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 5 2 9,osweb,1.3.8,2,y,right,,,right,,right,836,,,26159,,836,2,legacy,1600730225185,4,1024,2,48000,-16,experiment,0,even,5,36002,,,,172,33780,32714,171,,38007,34790,38854,172,38006,Sternberg,1,2850,2,yes,1024
33,33,1517,1517,black,no,practice,legacy,legacy,legacy,0,uniform,0,right,2,2,2,2,0,0,0,2,2,0,0,2,2,2,0,0,2,2,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 8,osweb,1.3.8,1,y,left,,,right,,left,1700,,,26159,,1700,2,legacy,1600730225185,2,1024,2,48000,-16,experiment,0,even,4,42238,,,38864,172,40007,32714,171,,44256,41023,45970,172,44256,Sternberg,1,4550,3,yes,1024
50,50,1363,1363,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,3,3,3,3,0,0,0,3,3,0,0,3,3,3,0,0,3,3,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 3 1 7 9 8,osweb,1.3.8,1,y,right,,,right,,right,900,,,26159,,900,2,legacy,1600730225185,6,1024,2,48000,-16,experiment,0,even,4,49353,,,38864,172,47125,45988,171,,51373,48139,52287,172,51373,Sternberg,2,5450,4,yes,1024
60,60,1211,1211,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,4,4,4,4,0,0,0,4,4,0,0,4,4,4,0,0,4,4,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6,osweb,1.3.8,1,y,right,,,right,,right,603,,,26159,,603,2,legacy,1600730225185,1,1024,2,48000,-16,experiment,0,even,6,55621,,,52295,172,53391,45988,171,,57639,54406,58253,172,57639,Sternberg,3,6053,5,yes,1024
67,67,1166,1166,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,5,5,5,5,0,0,0,5,5,0,0,5,5,5,0,0,5,5,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 6 7 4 5,osweb,1.3.8,0,n,left,,,right,,left,941,,,26159,,941,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,3,61603,,,58261,172,59374,45988,171,,63623,60386,64570,172,63622,Sternberg,4,6994,6,yes,1024
71,71,1095,1095,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,6,6,6,6,0,0,0,6,6,0,0,6,6,6,0,0,6,6,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,3 1 9 4,osweb,1.3.8,0,n,left,,,right,,left,672,,,26159,,672,2,legacy,1600730225185,4,1024,2,48000,-16,experiment,0,even,6,67921,,,64578,172,65701,45988,171,,69939,66706,70620,172,69939,Sternberg,5,7666,7,yes,1024
75,75,1096,1096,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,7,7,7,7,0,0,0,7,7,0,0,7,7,7,0,0,7,7,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 1 5,osweb,1.3.8,0,n,left,,,right,,left,1101,,,26159,,1101,2,legacy,1600730225185,3,1024,2,48000,-16,experiment,0,even,2,74038,,,70628,172,71808,45988,171,,76055,72822,77170,172,76055,Sternberg,6,8767,8,yes,1024
67,67,1080,1080,black,no,practice,legacy,legacy,legacy,0,uniform,0,right,8,8,8,8,0,0,0,8,8,0,0,8,8,8,0,0,8,8,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 7 9 8 5,osweb,1.3.8,4,y,left,,,right,,left,954,,,26159,,954,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,8,80536,,,77178,172,78306,45988,171,,82555,79320,83520,172,82555,Sternberg,6,9721,9,yes,1024
70,70,1096,1096,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,9,9,9,9,0,0,0,9,9,0,0,9,9,9,0,0,9,9,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5,osweb,1.3.8,0,n,left,,,right,,left,1240,,,26159,,1240,2,legacy,1600730225185,1,1024,2,48000,-16,experiment,0,even,3,86854,,,77178,172,84624,83530,171,,88872,85639,90120,172,88872,Sternberg,7,10961,10,yes,1024
73,73,1124,1124,black,no,practice,legacy,legacy,legacy,0,uniform,1,right,10,10,10,10,0,0,0,10,10,0,0,10,10,10,0,0,10,10,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 9 4,osweb,1.3.8,3,y,right,,,right,,right,1406,,,26159,,1406,2,legacy,1600730225185,3,1024,2,48000,-16,experiment,0,even,4,93454,,,90127,172,91223,83530,171,,95471,92248,96886,172,95471,Sternberg,8,12367,11,yes,1024
75,75,1072,1072,black,no,practice,legacy,legacy,legacy,0,uniform,1,left,11,11,11,11,0,0,0,11,11,0,0,11,11,11,0,0,11,11,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 1,osweb,1.3.8,0,n,left,,,right,,left,500,,,26159,,500,2,legacy,1600730225185,2,1024,2,48000,-16,experiment,0,even,5,100237,,,96896,172,98007,83530,171,,102255,99022,102769,172,102255,Sternberg,9,12867,12,yes,1024
77,77,1039,1039,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,12,12,12,12,0,0,0,12,12,0,0,12,12,12,0,0,12,12,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 1,osweb,1.3.8,0,n,left,,,right,right,left,641,,,26159,10511,641,2,legacy,1600730225185,2,1024,2,48000,-16,experiment,0,even,6,116637,,,102777,172,114407,83530,171,103803,118655,115419,119303,172,118655,Sternberg,10,13508,13,yes,1024
79,79,1021,1021,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,13,13,13,13,0,0,0,13,13,0,0,13,13,13,0,0,13,13,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 1 5 6 3,osweb,1.3.8,0,n,left,,,right,right,left,783,,,26159,10511,783,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,8,122620,,,119312,172,120389,83530,171,103803,124635,121404,125420,172,124635,Sternberg,11,14291,14,yes,1024
73,73,1087,1087,black,no,experiment,legacy,legacy,legacy,0,uniform,0,right,14,14,14,14,0,0,0,14,14,0,0,14,14,14,0,0,14,14,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,8 9 5 6 7,osweb,1.3.8,1,y,None,,,right,right,None,2014,,,26159,10511,2014,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,8,128753,,,125425,172,126530,83530,171,103803,130771,127538,132786,172,130771,Sternberg,11,16305,15,yes,1024
75,75,1063,1063,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,15,15,15,15,0,0,0,15,15,0,0,15,15,15,0,0,15,15,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,5 2,osweb,1.3.8,0,n,left,,,right,right,left,700,,,26159,10511,700,2,legacy,1600730225185,2,1024,2,48000,-16,experiment,0,even,7,136104,,,125425,172,133878,132795,171,103803,138121,134888,138835,172,138121,Sternberg,12,17005,16,yes,1024
76,76,1057,1057,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,16,16,16,16,0,0,0,16,16,0,0,16,16,16,0,0,16,16,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,8 4 3 5,osweb,1.3.8,0,n,left,,,right,right,left,961,,,26159,10511,961,2,legacy,1600730225185,4,1024,2,48000,-16,experiment,0,even,6,142137,,,138837,172,139902,132795,171,103803,144155,140921,145120,172,144154,Sternberg,13,17966,17,yes,1024
78,78,1062,1062,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,17,17,17,17,0,0,0,17,17,0,0,17,17,17,0,0,17,17,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 5 8 1,osweb,1.3.8,2,y,right,,,right,right,right,1150,,,26159,10511,1150,2,legacy,1600730225185,4,1024,2,48000,-16,experiment,0,even,5,148503,,,145128,172,146271,132795,171,103803,150521,147287,151685,172,150521,Sternberg,14,19116,18,yes,1024
79,79,1047,1047,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,18,18,18,18,0,0,0,18,18,0,0,18,18,18,0,0,18,18,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 3 2 5 8,osweb,1.3.8,2,y,right,,,right,right,right,786,,,26159,10511,786,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,3,155036,,,151693,172,152810,132795,171,103803,157055,153820,157852,172,157055,Sternberg,15,19902,19,yes,1024
80,80,1046,1046,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,19,19,19,19,0,0,0,19,19,0,0,19,19,19,0,0,19,19,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6 5,osweb,1.3.8,2,y,right,,,right,right,right,1009,,,26159,10511,1009,2,legacy,1600730225185,2,1024,2,48000,-16,experiment,0,even,5,161203,,,157860,172,158976,132795,171,103803,163221,159988,164236,172,163221,Sternberg,16,20911,20,yes,1024
81,81,1031,1031,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,20,20,20,20,0,0,0,20,20,0,0,20,20,20,0,0,20,20,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 5 3 2 8,osweb,1.3.8,0,n,left,,,right,right,left,739,,,26159,10511,739,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,4,167570,,,164243,172,165349,132795,171,103803,169588,166354,170336,172,169588,Sternberg,17,21650,21,yes,1024
82,82,1030,1030,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,21,21,21,21,0,0,0,21,21,0,0,21,21,21,0,0,21,21,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 4 9 3 2 5,osweb,1.3.8,3,y,right,,,right,right,right,1003,,,26159,10511,1003,2,legacy,1600730225185,6,1024,2,48000,-16,experiment,0,even,9,173686,,,170344,172,171465,132795,171,103803,175704,172471,176720,172,175704,Sternberg,18,22653,22,yes,1024
83,83,1017,1017,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,22,22,22,22,0,0,0,22,22,0,0,22,22,22,0,0,22,22,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,2 5 1 4,osweb,1.3.8,0,n,left,,,right,right,left,748,,,26159,10511,748,2,legacy,1600730225185,4,1024,2,48000,-16,experiment,0,even,6,180054,,,176729,172,177826,132795,171,103803,182071,178838,182822,172,182071,Sternberg,19,23401,23,yes,1024
79,79,1014,1014,black,no,experiment,legacy,legacy,legacy,0,uniform,0,right,23,23,23,23,0,0,0,23,23,0,0,23,23,23,0,0,23,23,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 8 4 6 9 5,osweb,1.3.8,4,y,left,,,right,right,left,941,,,26159,10511,941,2,legacy,1600730225185,6,1024,2,48000,-16,experiment,0,even,6,186236,,,182830,172,184001,132795,171,103803,188251,185020,189204,172,188251,Sternberg,19,24342,24,yes,1024
80,80,1007,1007,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,24,24,24,24,0,0,0,24,24,0,0,24,24,24,0,0,24,24,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 8 2 7 4,osweb,1.3.8,0,n,left,,,right,right,left,842,,,26159,10511,842,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,5,192551,,,182830,172,190319,189212,171,103803,194569,191337,195418,172,194569,Sternberg,20,25184,25,yes,1024
81,81,1003,1003,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,25,25,25,25,0,0,0,25,25,0,0,25,25,25,0,0,25,25,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,7 2 3,osweb,1.3.8,3,y,right,,,right,right,right,892,,,26159,10511,892,2,legacy,1600730225185,3,1024,2,48000,-16,experiment,0,even,3,198785,,,195421,172,196567,189212,171,103803,200801,197570,201702,172,200801,Sternberg,21,26076,26,yes,1024
81,81,993,993,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,26,26,26,26,0,0,0,26,26,0,0,26,26,26,0,0,26,26,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,9 5 3 8 4,osweb,1.3.8,1,y,right,,,right,right,right,748,,,26159,10511,748,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,9,205036,,,201709,172,202808,189212,171,103803,207054,203820,207804,172,207054,Sternberg,22,26824,27,yes,1024
82,82,984,984,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,27,27,27,27,0,0,0,27,27,0,0,27,27,27,0,0,27,27,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,4 2 6 9,osweb,1.3.8,0,n,left,,,right,right,left,739,,,26159,10511,739,2,legacy,1600730225185,4,1024,2,48000,-16,experiment,0,even,7,211152,,,207811,172,208924,189212,171,103803,213171,209937,213919,172,213171,Sternberg,23,27563,28,yes,1024
83,83,982,982,black,no,experiment,legacy,legacy,legacy,0,uniform,1,left,28,28,28,28,0,0,0,28,28,0,0,28,28,28,0,0,28,28,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,1 7 8 3 9,osweb,1.3.8,0,n,left,,,right,right,left,906,,,26159,10511,906,2,legacy,1600730225185,5,1024,2,48000,-16,experiment,0,even,2,217253,,,213928,172,215023,189212,171,103803,219270,216037,220184,172,219270,Sternberg,24,28469,29,yes,1024
83,83,983,983,black,no,experiment,legacy,legacy,legacy,0,uniform,1,right,29,29,29,29,0,0,0,29,29,0,0,29,29,29,0,0,29,29,0,Tue Sep 22 2020 03:15:42 GMT+0400 (Самарское стандартное время),The main experiment item,yes,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,no,mono,no,18,no,white,no,no,768,legacy,legacy,6 1 2,osweb,1.3.8,3,y,right,,,right,right,right,1023,,,26159,10511,1023,2,legacy,1600730225185,3,1024,2,48000,-16,experiment,0,even,2,223586,,,220186,172,221357,189212,171,103803,225601,222368,226633,172,225601,Sternberg,25,29492,30,yes,1024
