acc,accuracy,average_response_time,avg_rt,background,bidi,block,block_picker,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response,correct_response,count_backward_mask,count_block_1,count_block_2,count_block_3,count_correct,count_counter_balance,count_experiment,count_fix,count_forward_mask,count_incorrect,count_instructions_1,count_instructions_2,count_instructions_3,count_instructions_4,count_keyboard_response,count_logger,count_osweb,count_practice_loop,count_prime,count_target,count_trials,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,num_letters,opensesame_codename,opensesame_version,penwidth,prime,queryParams_batchId,queryParams_generalMultiple,repeat_cycle,response,response_instructions_1,response_instructions_2,response_instructions_3,response_instructions_4,response_keyboard_response,response_time,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,response_time_instructions_4,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_backward_mask,time_block_1,time_block_2,time_block_3,time_correct,time_counter_balance,time_fix,time_forward_mask,time_incorrect,time_instructions_1,time_instructions_2,time_instructions_3,time_instructions_4,time_keyboard_response,time_logger,time_practice_loop,time_prime,time_target,title,total_correct,total_response_time,total_responses,type,uniform_coordinates,width
92,92,722,722,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,identical,uniform,0,0,a,76,0,0,0,76,0,0,76,76,76,0,0,0,0,76,76,0,0,76,76,76,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,5,osweb,1.4.11,1,panda,262,,0,f,m,m,a,f,f,567,4309482,1119,1840,1026,567,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,panda,4472551,57,57,57,4471237,44,4471782,4472451,4461140,57,4309576,4310705,4325454,4472601,4473182,57,4472502,4472601,ExPsyLing2022_Class1,71,55566,77,animal,yes,1024
92,92,723,723,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,77,0,0,0,77,0,0,77,77,77,0,0,0,0,77,77,0,0,77,77,77,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,7,osweb,1.4.11,1,ccunoot,262,,0,f,m,m,a,f,f,799,4309482,1119,1840,1026,799,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,coconut,4474468,57,57,57,4471237,44,4473727,4474383,4473187,57,4309576,4310705,4325454,4474517,4475331,57,4474433,4474517,ExPsyLing2022_Class1,72,56365,78,fruit_veg,yes,1024
92,92,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,identical,uniform,1,1,a,78,0,0,0,78,0,0,78,78,78,0,0,0,0,78,78,0,0,78,78,78,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,8,osweb,1.4.11,1,elephant,262,,0,a,m,m,a,f,a,589,4309482,1119,1840,1026,589,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,elephant,4476617,57,57,57,4475335,44,4475868,4476533,4473187,57,4309576,4310705,4325454,4476666,4477263,57,4476582,4476666,ExPsyLing2022_Class1,73,56954,79,animal,yes,1024
93,93,722,722,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,79,0,0,0,79,0,0,79,79,79,0,0,0,0,79,79,0,0,79,79,79,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,7,osweb,1.4.11,1,rooaccn,262,,0,a,m,m,a,f,a,780,4309482,1119,1840,1026,780,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,raccoon,4478550,57,57,57,4477268,44,4477806,4478466,4473187,57,4309576,4310705,4325454,4478599,4479395,57,4478515,4478599,ExPsyLing2022_Class1,74,57734,80,animal,yes,1024
91,91,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,0,0,f,80,0,0,0,80,0,0,80,80,80,0,0,0,0,80,80,0,0,80,80,80,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,8,osweb,1.4.11,1,ekahiccp,262,,0,a,m,m,a,f,a,672,4309482,1119,1840,1026,672,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,chickpea,4480698,57,57,57,4479401,44,4479939,4480597,4473187,57,4309576,4310705,4325454,4480747,4481428,57,4480648,4480747,ExPsyLing2022_Class1,74,58406,81,fruit_veg,yes,1024
91,91,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,81,0,0,0,81,0,0,81,81,81,0,0,0,0,81,81,0,0,81,81,81,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,4,osweb,1.4.11,1,imkn,262,,0,a,m,m,a,f,a,745,4309482,1119,1840,1026,745,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,mink,4482714,57,57,57,4479401,44,4481971,4482631,4481432,57,4309576,4310705,4325454,4482764,4483510,57,4482680,4482763,ExPsyLing2022_Class1,75,59151,82,animal,yes,1024
92,92,720,720,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,82,0,0,0,82,0,0,82,82,82,0,0,0,0,82,82,0,0,82,82,82,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,5,osweb,1.4.11,1,reigt,262,,0,a,m,m,a,f,a,624,4309482,1119,1840,1026,624,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,tiger,4484813,57,57,57,4483512,44,4484054,4484713,4481432,57,4309576,4310705,4325454,4484862,4485493,57,4484763,4484862,ExPsyLing2022_Class1,76,59775,83,animal,yes,1024
92,92,724,724,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,83,0,0,0,83,0,0,83,83,83,0,0,0,0,83,83,0,0,83,83,83,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,7,osweb,1.4.11,1,iotrapc,262,,0,f,m,m,a,f,f,1054,4309482,1119,1840,1026,1054,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,apricot,4486795,57,57,57,4485497,44,4486036,4486696,4481432,57,4309576,4310705,4325454,4486846,4487909,57,4486745,4486846,ExPsyLing2022_Class1,77,60829,84,fruit_veg,yes,1024
91,91,724,724,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,0,0,f,84,0,0,0,84,0,0,84,84,84,0,0,0,0,84,84,0,0,84,84,84,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,4,osweb,1.4.11,1,naeb,262,,0,a,m,m,a,f,a,724,4309482,1119,1840,1026,724,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,bean,4489211,57,57,57,4487913,44,4488452,4489111,4481432,57,4309576,4310705,4325454,4489261,4489991,57,4489161,4489260,ExPsyLing2022_Class1,77,61553,85,fruit_veg,yes,1024
91,91,723,723,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,identical,uniform,1,1,a,85,0,0,0,85,0,0,85,85,85,0,0,0,0,85,85,0,0,85,85,85,27-10-22,27-10-22,14:55:24,Sun Nov 27 2022 14:55:24 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,924,3.6.1,psycho,psycho,4,osweb,1.4.11,1,puma,262,,0,a,m,m,a,f,a,640,4309482,1119,1840,1026,640,2,psycho,672,1280,24,720,24,-7,-7,1280,1669557156776,1024,2,48000,-16,experiment,0,even,Win32,puma,4491294,57,57,57,4487913,44,4490541,4491210,4489993,57,4309576,4310705,4325454,4491344,4491991,57,4491260,4491344,ExPsyLing2022_Class1,78,62193,86,animal,yes,1024
100,100,647,647,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,262,,0,f,f,f,f,,f,647,26605,4180,3904,,647,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,apple,35572,50,50,50,,43,34803,35473,,50,26661,30858,,35623,36286,50,35523,35623,ExPsyLing2022_Class1,1,647,1,fruit_veg,yes,1024
100,100,634,634,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,a,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,4,osweb,1.4.11,1,#####,262,,0,a,f,f,f,,a,621,26605,4180,3904,,621,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,wolf,37573,50,50,50,36292,43,36829,37490,,50,26661,30858,,37622,38253,50,37539,37622,ExPsyLing2022_Class1,2,1268,2,animal,yes,1024
100,100,622,622,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,f,2,0,0,0,2,0,0,2,2,2,0,0,0,0,2,2,0,0,2,2,2,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,262,,0,f,f,f,f,,f,598,26605,4180,3904,,598,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,melon,39539,50,50,50,38258,43,38793,39457,,50,26661,30858,,39589,40203,50,39505,39589,ExPsyLing2022_Class1,3,1866,3,fruit_veg,yes,1024
100,100,632,632,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,a,3,0,0,0,3,0,0,3,3,3,0,0,0,0,3,3,0,0,3,3,3,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,262,,0,a,f,f,f,,a,661,26605,4180,3904,,661,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,hound,41506,50,50,50,40208,43,40743,41408,,50,26661,30858,,41556,42219,50,41457,41556,ExPsyLing2022_Class1,4,2527,4,animal,yes,1024
100,100,630,630,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,f,4,0,0,0,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,4,4,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,262,,0,f,f,f,f,,f,625,26605,4180,3904,,625,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,tomato,43522,50,50,50,42224,43,42760,43423,,50,26661,30858,,43573,44203,50,43473,43573,ExPsyLing2022_Class1,5,3152,5,fruit_veg,yes,1024
100,100,616,616,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,a,5,0,0,0,5,0,0,5,5,5,0,0,0,0,5,5,0,0,5,5,5,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,262,,0,a,f,f,f,,a,544,26605,4180,3904,,544,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,spider,45505,50,50,50,44207,43,44742,45406,,50,26661,30858,,45555,46102,50,45456,45555,ExPsyLing2022_Class1,6,3696,6,animal,yes,1024
100,100,644,644,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,f,6,0,0,0,6,0,0,6,6,6,0,0,0,0,6,6,0,0,6,6,6,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,7,osweb,1.4.11,1,apricot,262,,0,f,f,f,f,f,f,811,26605,4180,3904,12958,811,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,apricot,60372,50,50,50,46106,43,59607,60274,,50,26661,30858,46625,60422,61236,50,60322,60422,ExPsyLing2022_Class1,7,4507,7,fruit_veg,yes,1024
100,100,637,637,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,7,0,0,0,7,0,0,7,7,7,0,0,0,0,7,7,0,0,7,7,7,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,6,osweb,1.4.11,1,dekony,262,,0,a,f,f,f,f,a,588,26605,4180,3904,12958,588,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,donkey,62538,50,50,50,61239,43,61773,62439,,50,26661,30858,46625,62588,63186,50,62488,62588,ExPsyLing2022_Class1,8,5095,8,animal,yes,1024
100,100,633,633,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,8,0,0,0,8,0,0,8,8,8,0,0,0,0,8,8,0,0,8,8,8,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,8,osweb,1.4.11,1,shesaore,262,,0,a,f,f,f,f,a,605,26605,4180,3904,12958,605,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,seahorse,64471,50,50,50,63190,43,63725,64389,,50,26661,30858,46625,64521,65135,50,64438,64521,ExPsyLing2022_Class1,9,5700,9,animal,yes,1024
100,100,633,633,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,9,0,0,0,9,0,0,9,9,9,0,0,0,0,9,9,0,0,9,9,9,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,8,osweb,1.4.11,1,coblocir,262,,0,f,f,f,f,f,f,632,26605,4180,3904,12958,632,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,broccoli,66438,50,50,50,65139,43,65672,66339,,50,26661,30858,46625,66488,67135,50,66388,66488,ExPsyLing2022_Class1,10,6332,10,fruit_veg,yes,1024
100,100,634,634,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,10,0,0,0,10,0,0,10,10,10,0,0,0,0,10,10,0,0,10,10,10,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,4,osweb,1.4.11,1,hare,262,,0,a,f,f,f,f,a,640,26605,4180,3904,12958,640,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,hare,68421,50,50,50,67139,43,67674,68339,,50,26661,30858,46625,68471,69119,50,68388,68471,ExPsyLing2022_Class1,11,6972,11,animal,yes,1024
100,100,669,669,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,11,0,0,0,11,0,0,11,11,11,0,0,0,0,11,11,0,0,11,11,11,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,8,osweb,1.4.11,1,chipmunk,262,,0,a,f,f,f,f,a,1054,26605,4180,3904,12958,1054,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,chipmunk,70421,50,50,50,69123,43,69656,70322,,50,26661,30858,46625,70471,71535,50,70372,70471,ExPsyLing2022_Class1,12,8026,12,animal,yes,1024
100,100,663,663,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,12,0,0,0,12,0,0,12,12,12,0,0,0,0,12,12,0,0,12,12,12,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lmab,262,,0,a,f,f,f,f,a,598,26605,4180,3904,12958,598,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,lamb,72820,50,50,50,71541,43,72073,72738,,50,26661,30858,46625,72871,73485,50,72787,72871,ExPsyLing2022_Class1,13,8624,13,animal,yes,1024
100,100,660,660,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,13,0,0,0,13,0,0,13,13,13,0,0,0,0,13,13,0,0,13,13,13,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,6,osweb,1.4.11,1,giarlc,262,,0,f,f,f,f,f,f,611,26605,4180,3904,12958,611,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,garlic,74787,50,50,50,73489,43,74021,74689,,50,26661,30858,46625,74837,75452,50,74738,74837,ExPsyLing2022_Class1,14,9235,14,fruit_veg,yes,1024
100,100,671,671,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,14,0,0,0,14,0,0,14,14,14,0,0,0,0,14,14,0,0,14,14,14,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,7,osweb,1.4.11,1,ncucoto,262,,0,f,f,f,f,f,f,826,26605,4180,3904,12958,826,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,coconut,76754,50,50,50,75455,43,75988,76656,,50,26661,30858,46625,76804,77635,50,76705,76804,ExPsyLing2022_Class1,15,10061,15,fruit_veg,yes,1024
100,100,670,670,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,15,0,0,0,15,0,0,15,15,15,0,0,0,0,15,15,0,0,15,15,15,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,6,osweb,1.4.11,1,enorag,262,,0,f,f,f,f,f,f,651,26605,4180,3904,12958,651,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,orange,78920,50,50,50,77638,43,78173,78838,,50,26661,30858,46625,78971,79635,50,78887,78971,ExPsyLing2022_Class1,16,10712,16,fruit_veg,yes,1024
100,100,664,664,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,16,0,0,0,16,0,0,16,16,16,0,0,0,0,16,16,0,0,16,16,16,27-10-22,27-10-22,11:49:53,Sun Nov 27 2022 11:49:53 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,923,3.6.1,psycho,psycho,6,osweb,1.4.11,1,rabbit,262,,0,a,f,f,f,f,a,581,26605,4180,3904,12958,581,2,psycho,875,1440,24,900,24,31,29,1440,1669546225993,1024,2,48000,-16,experiment,1,odd,MacIntel,rabbit,80921,50,50,50,79639,43,80173,80838,,50,26661,30858,46625,80971,81568,50,80887,80971,ExPsyLing2022_Class1,17,11293,17,animal,yes,1024
