browser_codename,browser_name,browser_version,condition,congruence,correct,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,prime,queryParams_batchId,queryParams_personalMultipleWorkerId,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,soa_condition,system_os,target,time_mask1,time_mask2,time_prime
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,stove,233,804,698,816,1536,24,864,24,0,0,1536,long,Linux aarch64,STOVE,136571,153173,153123
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,stone,233,804,573,816,1536,24,864,24,0,0,1536,long,Linux aarch64,STONE,136571,154622,154572
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,shell,233,804,708,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CHAIN,136571,155954,155904
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,jeans,233,804,656,816,1536,24,864,24,0,0,1536,long,Linux aarch64,JEANS,136571,157419,157370
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,clam,233,804,525,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CLAM,136571,158835,158785
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,olive,233,804,571,816,1536,24,864,24,0,0,1536,long,Linux aarch64,MOTOR,136571,160117,160067
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,deck,233,804,660,816,1536,24,864,24,0,0,1536,long,Linux aarch64,DUCK,136571,161466,161416
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,stair,233,804,716,816,1536,24,864,24,0,0,1536,long,Linux aarch64,STAIR,136571,162903,162849
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,flood,233,804,795,816,1536,24,864,24,0,0,1536,long,Linux aarch64,SKIRT,136571,164380,164330
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,eagle,233,804,748,816,1536,24,864,24,0,0,1536,long,Linux aarch64,WAGON,136571,165945,165896
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,wasp,233,804,488,816,1536,24,864,24,0,0,1536,long,Linux aarch64,WASP,136571,167461,167411
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,moss,233,804,811,816,1536,24,864,24,0,0,1536,long,Linux aarch64,MOSS,136571,168726,168677
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,boar,233,804,961,816,1536,24,864,24,0,0,1536,long,Linux aarch64,BOAR,136571,170291,170241
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,hare,233,804,964,816,1536,24,864,24,0,0,1536,long,Linux aarch64,HARE,136571,172007,171957
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,flask,233,804,593,816,1536,24,864,24,0,0,1536,long,Linux aarch64,FLASK,136571,173739,173689
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,stick,233,804,1051,816,1536,24,864,24,0,0,1536,long,Linux aarch64,STICK,136571,175104,175055
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,linen,233,804,762,816,1536,24,864,24,0,0,1536,long,Linux aarch64,LINEN,136571,176936,176887
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,canon,233,804,769,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CANON,136571,178451,178402
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,sink,233,804,600,816,1536,24,864,24,0,0,1536,long,Linux aarch64,LAMB,136571,179984,179934
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,bowl,233,804,1012,816,1536,24,864,24,0,0,1536,long,Linux aarch64,WOLF,136571,181349,181299
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,broom,233,804,525,816,1536,24,864,24,0,0,1536,long,Linux aarch64,BROOM,136571,183131,183081
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,bunny,233,804,956,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PIANO,136571,184429,184380
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,swan,233,804,652,816,1536,24,864,24,0,0,1536,long,Linux aarch64,SWAN,136571,186128,186079
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,scarf,233,804,608,816,1536,24,864,24,0,0,1536,long,Linux aarch64,SCARF,136571,187560,187512
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,apron,233,804,509,816,1536,24,864,24,0,0,1536,long,Linux aarch64,APRON,136571,188942,188893
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,earth,233,804,581,816,1536,24,864,24,0,0,1536,long,Linux aarch64,EARTH,136571,190225,190175
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,flute,233,804,595,816,1536,24,864,24,0,0,1536,long,Linux aarch64,FLUTE,136571,191557,191507
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,tongs,233,804,713,816,1536,24,864,24,0,0,1536,long,Linux aarch64,TONGS,136571,192922,192873
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,peas,233,804,548,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PEAS,136571,194405,194355
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,slug,233,804,794,816,1536,24,864,24,0,0,1536,long,Linux aarch64,SLUG,136571,195702,195653
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,reef,233,804,674,816,1536,24,864,24,0,0,1536,long,Linux aarch64,REEF,136571,197235,197186
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,desk,233,804,659,816,1536,24,864,24,0,0,1536,long,Linux aarch64,TREE,136571,198685,198634
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,soap,233,804,650,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PONY,136571,200116,200067
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,0,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,canoe,233,804,693,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CANOE,136571,201548,201499
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,wire,233,804,649,816,1536,24,864,24,0,0,1536,long,Linux aarch64,BULL,136571,202997,202948
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,ocean,233,804,727,816,1536,24,864,24,0,0,1536,long,Linux aarch64,WHEEL,136571,204429,204380
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,crate,233,804,743,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CRATE,136571,205928,205880
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,barn,233,804,654,816,1536,24,864,24,0,0,1536,long,Linux aarch64,TUNA,136571,207443,207395
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,shoe,233,804,898,816,1536,24,864,24,0,0,1536,long,Linux aarch64,HILL,136571,208859,208809
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,swamp,233,804,720,816,1536,24,864,24,0,0,1536,long,Linux aarch64,DRILL,136571,210524,210474
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,cake,233,804,674,816,1536,24,864,24,0,0,1536,long,Linux aarch64,LAND,136571,212023,211973
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,mall,233,804,928,816,1536,24,864,24,0,0,1536,long,Linux aarch64,BUSH,136571,213471,213422
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,wheat,233,804,657,816,1536,24,864,24,0,0,1536,long,Linux aarch64,BRICK,136571,215170,215120
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,shark,233,804,703,816,1536,24,864,24,0,0,1536,long,Linux aarch64,COUCH,136571,216617,216552
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,pear,233,804,603,816,1536,24,864,24,0,0,1536,long,Linux aarch64,PEAR,136571,218084,218035
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Nat,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,crab,233,804,615,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CRAB,136571,219466,219417
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,fort,233,804,1391,816,1536,24,864,24,0,0,1536,long,Linux aarch64,GOAT,136571,220831,220782
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Con_Synth,congruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,ferry,233,804,564,816,1536,24,864,24,0,0,1536,long,Linux aarch64,FERRY,136571,222963,222914
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,storm,233,804,781,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CANDY,136571,224296,224246
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,lemon,233,804,649,816,1536,24,864,24,0,0,1536,long,Linux aarch64,CABIN,136571,225844,225795
Mozilla,Netscape,"5.0 (X11; CrOS aarch64 14989.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,22:45:52,0,0,0,0,0,757,3.6.1,pipe,233,804,641,816,1536,24,864,24,0,0,1536,long,Linux aarch64,LION,136571,227265,227210
Mozilla,Netscape,5.0 (Windows),practice,practice,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,iweonf,233,803,943,1392,2560,24,1440,24,-8,-8,2560,practice,Win32,BOAT,86161,86229,86195
Mozilla,Netscape,5.0 (Windows),practice,practice,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,abjdhjs,233,803,846,1392,2560,24,1440,24,-8,-8,2560,practice,Win32,HORSE,87758,87828,87792
Mozilla,Netscape,5.0 (Windows),practice,practice,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,nvoiuh,233,803,754,1392,2560,24,1440,24,-8,-8,2560,practice,Win32,HOUSE,89265,89334,89300
Mozilla,Netscape,5.0 (Windows),practice,practice,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,snjghf,233,803,705,1392,2560,24,1440,24,-8,-8,2560,practice,Win32,SHEEP,90681,90751,90717
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,0,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,kiosk,233,803,791,1392,2560,24,1440,24,-8,-8,2560,short,Win32,PETAL,100656,100725,100691
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,goose,233,803,1276,1392,2560,24,1440,24,-8,-8,2560,short,Win32,GOOSE,102107,102177,102142
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,daisy,233,803,762,1392,2560,24,1440,24,-8,-8,2560,short,Win32,DAISY,104039,104108,104073
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,cave,233,803,1201,1392,2560,24,1440,24,-8,-8,2560,short,Win32,CAVE,105456,105526,105490
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,bike,233,803,591,1392,2560,24,1440,24,-8,-8,2560,short,Win32,BIKE,107323,107393,107359
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,tower,233,803,708,1392,2560,24,1440,24,-8,-8,2560,short,Win32,TOWER,108574,108644,108609
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,corn,233,803,774,1392,2560,24,1440,24,-8,-8,2560,short,Win32,CORN,109942,110012,109977
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,ruler,233,803,1018,1392,2560,24,1440,24,-8,-8,2560,short,Win32,PANSY,111373,111442,111408
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,frog,233,803,1424,1392,2560,24,1440,24,-8,-8,2560,short,Win32,FROG,113047,113116,113082
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,0,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,ladle,233,803,987,1392,2560,24,1440,24,-8,-8,2560,short,Win32,GULLY,115130,115202,115166
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,grape,233,803,738,1392,2560,24,1440,24,-8,-8,2560,short,Win32,SHELF,116785,116860,116825
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,paint,233,803,661,1392,2560,24,1440,24,-8,-8,2560,short,Win32,PAINT,118186,118256,118221
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,spear,233,803,776,1392,2560,24,1440,24,-8,-8,2560,short,Win32,MOTH,119507,119576,119541
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,water,233,803,859,1392,2560,24,1440,24,-8,-8,2560,short,Win32,MEDAL,120937,121006,120972
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,crow,233,803,702,1392,2560,24,1440,24,-8,-8,2560,short,Win32,YACHT,122451,122521,122487
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,tiger,233,803,742,1392,2560,24,1440,24,-8,-8,2560,short,Win32,TIGER,123813,123882,123847
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,peach,233,803,822,1392,2560,24,1440,24,-8,-8,2560,short,Win32,SHED,125216,125285,125251
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,creek,233,803,834,1392,2560,24,1440,24,-8,-8,2560,short,Win32,CREEK,126695,126765,126730
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,sewer,233,803,1041,1392,2560,24,1440,24,-8,-8,2560,short,Win32,CORAL,128188,128258,128224
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,leaf,233,803,728,1392,2560,24,1440,24,-8,-8,2560,short,Win32,COIN,129890,129960,129924
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,harp,233,803,707,1392,2560,24,1440,24,-8,-8,2560,short,Win32,SNAIL,131273,131349,131308
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,belt,233,803,1149,1392,2560,24,1440,24,-8,-8,2560,short,Win32,BELT,132647,132717,132682
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,cobra,233,803,738,1392,2560,24,1440,24,-8,-8,2560,short,Win32,RAZOR,134454,134523,134489
Mozilla,Netscape,5.0 (Windows),Inc_Nat_Synth,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,melon,233,803,820,1392,2560,24,1440,24,-8,-8,2560,short,Win32,HOSE,135851,135921,135884
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,seed,233,803,786,1392,2560,24,1440,24,-8,-8,2560,short,Win32,SEED,137336,137405,137371
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,tank,233,803,850,1392,2560,24,1440,24,-8,-8,2560,short,Win32,TANK,138780,138851,138815
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,drug,233,803,782,1392,2560,24,1440,24,-8,-8,2560,short,Win32,DRUG,140288,140357,140323
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,deer,233,803,829,1392,2560,24,1440,24,-8,-8,2560,short,Win32,DEER,141725,141795,141760
Mozilla,Netscape,5.0 (Windows),Con_Nat,congruent,0,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,puppy,233,803,704,1392,2560,24,1440,24,-8,-8,2560,short,Win32,PUPPY,143213,143282,143247
Mozilla,Netscape,5.0 (Windows),Inc_Synth_Nat,incongruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,torch,233,803,1419,1392,2560,24,1440,24,-8,-8,2560,short,Win32,CHIMP,144573,144642,144608
Mozilla,Netscape,5.0 (Windows),Con_Synth,congruent,1,30-09-22,30-09-22,14:51:08,0,0,0,0,0,754,3.6.1,sword,233,803,1278,1392,2560,24,1440,24,-8,-8,2560,short,Win32,SWORD,146651,146719,146685
